348	9	8							
349	18	7							
350	18	9							
351	19	8							
352	19	9							
353	15	7							
354	20	7							
355	11	4							
356	11	10							
357	16	5							
358	20	2							
359	15	8							
360	18	1							
361	14	8							
362	19	3							
363	14	9							
364	16	2							
365	9	8							
366	16	6							
367	19	8							
368	14	4							
369	8	4							
370	20	2							
371	13	8							
372	11	10							
373	14	6							
374	17	5							
375	20	1							
376	18	4							
377	7	2							
378	19	3							
379	7	6							
380	16	1							
381	14	4							
382	7	2							
383	10	10							
384	7	10							
385	12	8							
386	8	8							
387	8	7							
388	17	10							
389	15	3							
390	12	2							
391	17	2							
392	13	6							
393	11	8							
394	12	5							
395	13	10							
396	8	4							
397	10	4							
398	17	1							
399	9	10							
400	7	10							
401	14	4							
402	18	10							
403	15	2							
404	18	10							
405	14	7							
406	12	10							
407	13	5							
408	10	9							
409	16	7							
410	11	8							
411	11	3							
412	7	8							
413	14	5							
414	12	6							
415	13	8							
416	16	3							
417	18	1							
418	10	9							
419	9	4							
420	15	4							
421	20	10							
422	15	9							
423	12	8							
424	7	10							
425	11	3							
426	19	9							
427	17	2							
428	19	9							
429	20	7							
430	20	1							
431	17	10							
432	15	10							
433	13	3							
434	17	3							
435	9	4							
436	11	2							
437	9	1							
438	10	8							
439	12	3							
440	8	5							
441	13	4							
442	10	2							
443	14	1							
444	20	2							
445	14	10							
446	11	1							
447	14	3							
448	10	9							
449	15	5							
450	11	4							
451	17	4							
452	14	5							
453	14	5							
454	11	5							
455	12	2							
456	8	4							
457	11	10							
458	13	4							
459	16	1							
460	11	10							
461	10	3							
462	7	2							
463	7	2							
464	13	6							
465	20	2							
466	7	7							
467	11	8							
468	10	5							
469	9	10							
470	14	5							
471	7	6							
472	13	9							
473	9	5							
474	7	5							
475	15	5							
476	8	9							
477	19	7							
478	16	8							
479	12	10							
480	12	3							
481	13	6							
482	12	7							
483	14	1							
484	7	4							
485	11	5							
486	17	8							
487	10	9							
488	12	7							
489	13	7							
490	8	3							
491	16	9							
492	15	10							
493	11	8							
494	17	7							
495	9	7							
496	9	9							
497	19	3							
498	9	4							
499	8	5							
500	14	4							
501	10	3							
502	16	1							
503	13	1							
504	8	7							
505	13	6							
506	19	10							
507	10	3							
508	17	8							
509	11	6							
510	19	7							
511	9	1							
512	15	9							
513	17	7							
514	7	10							
515	15	7							
516	13	5							
517	13	8							
518	17	8							
519	12	6							
520	15	9							
521	16	6							
522	11	8							
523	11	4							
524	12	2							
525	17	5							
526	20	8							
527	8	9							
528	8	4							
529	18	1							
530	20	10							
531	15	3							
532	7	7							
533	12	3							
534	18	3							
535	15	2							
536	16	8							
537	17	1							
538	12	10							
539	13	9							
540	9	6							
541	11	3							
542	19	8							
543	17	2							
544	9	9							
545	17	8							
546	17	10							
547	10	9							
548	8	6							
549	14	5							
550	13	3							
551	17	6							
552	8	1							
553	18	2							
554	16	8							
555	8	2							
556	9	7							
557	10	10							
558	10	9							
559	18	1							
560	10	8							
561	11	1							
562	13	6							
563	14	10							
564	20	3							
565	11	4							
566	16	6							
567	8	7							
568	15	5							
569	10	7							
570	12	6							
571	19	1							
572	17	4							
573	14	10							
574	8	3							
575	11	9							
576	15	10							
577	7	9							
578	11	5							
579	7	9							
580	19	5							
581	12	1							
582	14	4							
583	13	4							
584	15	7							
585	13	5							
586	7	7							
587	7	2							
588	20	8							
589	14	8							
590	15	8							
591	8	1							
592	20	4							
593	8	3							
594	11	8							
595	12	10							
596	16	7							
597	14	1							
598	10	7							
599	11	4							
600	20	7							
601	12	3							
602	9	10							
603	7	4							
604	16	8							
605	8	1							
606	17	9							
607	18	10							
608	18	7							
609	19	6							
610	10	2							
611	10	10							
612	10	1							
613	10	7							
614	15	9							
615	18	4							
616	20	4							
617	14	5							
618	8	10							
619	7	6							
620	20	1							
621	11	7							
622	16	5							
623	8	10							
624	14	1							
625	7	3							
626	15	9							
627	20	3							
628	10	3							
629	15	8							
630	9	2							
631	11	4							
632	13	1							
633	8	3							
634	7	9							
635	13	7							
636	20	10							
637	12	8							
638	16	9							
639	18	9							
640	8	9							
641	9	3							
642	8	8							
643	13	3							
644	13	10							
645	13	9							
646	16	4							
647	13	7							
648	20	3							
649	18	6							
650	19	4							
651	17	7							
652	16	8							
653	18	2							
654	18	5							
655	19	7							
656	11	4							
657	19	4							
658	17	8							
659	10	8							
660	12	10							
661	17	10							
662	11	3							
663	14	6							
664	16	2							
665	7	7							
666	20	10							
667	14	1							
668	10	4							
669	12	8							
670	13	3							
671	15	5							
672	14	4							
673	19	2							
674	15	3							
675	9	2							
676	9	8							
677	13	10							
678	15	3							
679	18	2							
680	15	4							
681	17	6							
682	12	10							
683	8	5							
684	11	9							
685	20	9							
686	8	9							
687	20	2							
688	14	7							
689	13	4							
690	9	2							
691	8	4							
692	19	9							
693	9	9							
694	7	1							
695	20	6							
696	17	3							
697	12	6							
698	12	5							
699	11	8							
700	18	3							
701	16	3							
702	8	8							
703	9	1							
704	10	8							
705	7	3							
706	11	9							
707	9	10							
708	7	5							
709	9	3							
710	19	8							
711	14	8							
712	16	2							
713	7	5							
714	10	5							
715	20	5							
716	13	8							
717	17	5							
718	15	7							
719	7	3							
720	10	2							
721	16	1							
722	20	1							
723	15	2							
724	17	10							
725	14	7							
726	12	4							
727	19	10							
728	9	8							
729	18	5							
730	8	6							
731	15	2							
732	14	3							
733	19	9							
734	10	5							
735	16	7							
736	13	6							
737	19	5							
738	14	5							
739	11	10							
740	11	10							
741	8	4							
742	16	2							
743	13	5							
744	10	4							
745	18	10							
746	19	1							
747	7	6							
748	17	4							
749	19	6							
750	18	1							
751	17	5							
752	15	3							
753	19	3							
754	18	3							
755	17	1							
756	15	3							
757	15	7							
758	14	7							
759	10	10							
760	16	6							
761	15	5							
762	18	9							
763	16	9							
764	15	7							
765	15	9							
766	15	9							
767	14	6							
768	20	3							
769	11	7							
770	9	6							
771	15	8							
772	19	8							
773	10	9							
774	17	5							
775	10	5							
776	12	7							
777	13	8							
778	13	9							
779	11	9							
780	16	8							
781	14	3							
782	10	2							
783	15	6							
784	13	9							
785	18	8							
786	12	10							
787	20	7							
788	9	3							
789	14	7							
790	12	8							
791	11	6							
792	20	2							
793	14	6							
794	15	1							
795	18	8							
796	20	10							
797	8	1							
798	18	8							
799	12	8							
800	10	3							
801	20	1							
802	20	4							
803	15	5							
804	7	8							
805	19	6							
806	17	9							
807	17	9							
808	18	7							
809	15	7							
810	17	2							
811	16	1							
812	16	9							
813	11	9							
814	16	1							
815	12	10							
816	19	6							
817	20	1							
818	9	1							
819	18	3							
820	8	4							
821	12	1							
822	9	1							
823	19	7							
824	9	6							
825	19	7							
826	18	1							
827	13	4							
828	19	6							
829	11	4							
830	9	2							
831	9	8							
832	7	2							
833	11	2							
834	14	1							
835	20	9							
836	15	8							
837	9	1							
838	12	8							
839	11	5							
840	14	1							
841	13	8							
842	19	7							
843	10	4							
844	14	10							
845	10	9							
846	20	9							
847	12	5							
848	12	2							
849	20	2							
850	20	6							
851	20	9							
852	8	6							
853	12	6							
854	20	8							
855	19	7							
856	11	5							
857	14	4							
858	18	6							
859	19	7							
860	14	8							
861	11	7							
862	17	1							
863	11	3							
864	8	6							
865	12	5							
866	20	7							
867	9	1							
868	10	5							
869	8	1							
870	15	7							
871	11	1							
872	19	7							
873	7	10							
874	15	3							
875	8	5							
876	18	3							
877	20	7							
878	7	7							
879	12	3							
880	15	8							
881	13	1							
882	18	4							
883	15	10							
884	17	4							
885	13	6							
886	8	8							
887	12	6							
888	20	1							
889	14	1							
890	8	8							
891	19	4							
892	17	5							
893	18	7							
894	18	8							
895	9	9							
896	13	1							
897	18	4							
898	10	7							
899	15	10							
900	18	6							
901	20	4							
902	10	8							
903	19	4							
904	18	7							
905	10	10							
906	20	8							
907	10	1							
908	19	2							
909	14	8							
910	15	1							
911	14	4							
912	14	10							
913	14	3							
914	8	8							
915	19	10							
916	14	6							
917	8	8							
918	11	6							
919	19	1							
920	15	8							
921	10	2							
922	8	5							
923	14	3							
924	11	6							
925	12	2							
926	20	2							
927	17	10							
928	7	6							
929	13	7							
930	10	7							
931	17	8							
932	7	9							
933	19	6							
934	17	8							
935	20	10							
936	7	1							
937	10	2							
938	9	5							
939	8	7							
940	16	1							
941	13	10							
942	13	4							
943	16	2							
944	14	3							
945	19	4							
946	13	7							
947	11	3							
948	7	9							
949	10	3							
950	20	7							
951	10	6							
952	7	3							
953	10	6							
954	12	8							
955	14	4							
956	11	8							
957	11	9							
958	18	2							
959	8	6							
960	12	2							
961	8	2							
962	8	6							
963	16	1							
964	7	5							
965	7	9							
966	13	6							
967	7	5							
968	12	6							
969	8	5							
970	18	9							
971	10	7							
972	15	6							
973	12	1							
974	12	2							
975	12	9							
976	11	3							
977	16	8							
978	12	10							
979	17	3							
980	7	1							
981	17	1							
982	18	3							
983	13	5							
984	15	8							
985	8	9							
986	11	6							
987	14	1							
988	14	9							
989	13	3							
990	20	6							
991	16	4							
992	9	6							
993	12	9							
994	20	8							
995	16	9							
996	9	8							
997	20	6							
998	10	6							
999	20	6							
1000	14	2							
0	5	7	5	9	5	5	5	9	5
9	0	9	6	6	7	6	8	5	6
8	8	0	8	7	6	8	6	8	7
6	8	7	0	8	9	6	9	6	6
8	8	5	5	0	6	5	6	7	7
7	8	9	7	9	0	9	5	7	6
9	7	6	7	7	5	0	5	9	9
8	7	5	9	6	5	8	0	9	6
5	6	7	5	9	5	6	6	0	6
5	7	9	8	8	9	9	6	8	0
